Porto-Velho,566.7330001909899,52.02417569418901,4.372143653023268,27.94910741815274
Vilhena,433.3609988740218,52.8828352415362,1.6543236439310902,22.61541324755689
Ariquemes/Ji-Paraná,840.4720012313962,58.44391801915674,3.076056449798509,22.957234626267212
Rio Branco,431.32000001068195,50.00503111014565,9.346128568126982,43.452909844991744
Acre exceto Rio Branco,482.37800001218164,41.788508058354125,5.258573838577029,58.69160902198103
Manaus,2327.0470000548844,56.156682332283204,11.661480296007712,33.00228582568651
Entorno metropolitano de Manaus,387.53800000478043,49.274216589216,3.639882847396726,62.349479071231514
Vale do Rio Madeira/Nhamunda,544.5588238250214,54.42794509093179,9.02390750679399,54.17842272485345
Vale do Rio Juruá e Rio Negro,584.0339662986585,57.43034459309616,8.379435622412439,62.32630260920056
Vale do Rio Purus,377.5642099304006,51.32879049065448,6.778105842615677,66.61304166493767
Boa Vista,435.29300000806234,61.44147068314013,7.204796007275609,31.539938182553787
Roraima exceto Boa Vista,174.66300001601007,50.319616228278946,4.368307814949158,45.28514670306914
Belem,1519.612000033561,59.38347445366901,9.769531714377896,21.239382165899958
Entorno metropolitano de Belém,853.9320000151403,56.36539739300187,13.719974347796587,32.21970411546493
Foz do Rio Amazonas,3009.987248130434,50.414575365325824,6.611143544478876,54.35650091579857
Sudeste Paraense,1985.742584514009,64.71525981041785,5.522282711990458,27.43147499615195
Baixo do Rio Amazonas,1533.0281675601461,53.96410691251183,6.537472849306101,46.62067698036808
Macapá,540.9060010231385,59.53937712570351,6.6657399881625095,21.26572756797512
Santana,128.16400002044975,51.345699038027185,20.49750098071844,46.203401035122994
Amapa exceto Macapá e Santana,230.65900198365983,43.29970677252202,19.633528849886382,52.77450254275519
Palmas,327.08100001031954,70.34039806843165,5.0357922101612225,13.853980974969526
Norte do Tocantins,666.8557721521014,54.96715647381899,6.94354533702781,35.7490485091408
Centro-Sul do Tocantins,633.0222278825886,59.791625044203826,5.162628612690116,28.685008431090694
São Luís,1128.7890000233579,55.93069671636864,10.386098342289747,34.62209582108808
Entorno metropolitano de São Luís,366.507000004661,41.300413688269536,8.22329065169784,54.807870149442266
Entorno metropolitano de Teresina no Maranhão,173.30400000434994,54.11960533111135,3.2209257677383025,45.290764366743424
Centro-Oeste Maranhense,1301.4327530200233,46.52151849334289,7.686936819073748,55.75599504908811
Leste Maranhense,1682.3498761101762,40.99253364732047,9.465940640528549,61.04938639950962
Centro-Sul Maranhense,1294.1866390950188,53.58405012234743,6.000274039854454,35.99229403094189
Litoral e Baixada Maranhense,1245.7807319381932,38.881441305108666,5.700638208190691,63.820706722055505
Teresina,876.6070000133095,56.87950702705946,6.915086464831527,28.07458523829182
Entorno metropolitano de Teresina no Piauí,191.23500000253014,44.913510054719325,8.208735393134855,47.95554007068631
Centro-Leste do Piauí,783.5788702445379,44.05247677190827,10.351840069385284,51.67092881280918
Baixo Parnaíba do Piauí,906.4913903410292,42.77462173945412,11.816715171959096,52.50258005371547
Alto Parnaíba e Chapadas Sul do Piauí,544.6067394552185,46.52410431693662,11.992922915146385,51.183210092406306
Fortaleza,2726.4540000560946,54.74625771889801,8.668314036228466,36.15054019418718
Entorno metropolitano de Fortaleza,1357.2760000252977,52.91824697117281,8.729804476956275,50.2452445912018
Sul do Ceará,1333.266801758073,45.12039959725029,8.891783504593835,51.7030784732957
Sertões do Ceará,1039.5179006535307,45.38161338183258,6.23536644322041,52.02417657487816
Litoral Ocidental e Norte do Ceará,1987.145357002735,42.76555082867973,9.607016322130862,61.140400490376905
Litoral Oriental e Vale do Rio Jaguaribe,895.6399406865295,48.844229180906495,7.328456614710512,48.858528273718726
Natal,908.6680000187209,49.690029206239366,10.799538842297476,32.01140794240555
Entorno metropolitano de Natal,690.097000010569,50.46844232152317,13.92489970428001,48.71496569104504
Agreste do Rio Grande do Norte,514.1997728850398,37.56191144930871,11.185045464512477,56.2106699713516
Oeste do Rio Grande do Norte,967.248393768358,44.170528087534755,7.661881563335098,45.287578678894434
Central do Rio Grande do Norte,532.0668334180102,49.494959458567955,11.057310417622583,40.86865861097464
João Pessoa,841.5790000152741,56.882626754490815,9.378002931404152,29.373138411033853
Zona da Mata da Paraíba,520.9090000079801,45.737906759496425,13.99572640156193,56.12362477345217
Agreste da Paraíba,605.0270476331393,42.07866931977331,7.733693474667701,53.86791765705821
Borborema e Agreste Central da Paraíba,1203.7364368109677,47.40742997080119,10.31069909611003,49.97030683691023
Sertão da Paraíba,905.9545156085754,44.05092280104314,6.9812424158234325,51.538965436575104
Recife,1675.4840000335796,52.49906853555404,16.130093038693236,37.16219274957095
Entorno metropolitano de Recife,2416.339000038281,46.895256208005875,17.775452495813617,42.05896141639327
Sertão de Pernambuco,1727.8495864913918,43.34263643603727,11.838697018673752,52.36986815479363
Mata de Pernambuco,1387.5258651103986,48.80844813104587,10.850565301748993,48.79782609131679
Agreste de Pernambuco,2519.8315485202147,45.84578089832781,8.879678994556754,55.452547286720716
Maceió,1043.621000018858,55.85156560427341,9.95061212834078,33.07475592097905
Entorno metropolitano de Maceió,250.08400000409014,53.380537961973225,7.544494578949434,38.05641193280392
Litoral Norte e Mata de Alagoas,456.90619217912223,41.107560856494445,8.393479257284175,57.98292133142317
Litoral Sul e Agreste de Alagoas,621.9780303056294,40.96781012832666,11.601352768595051,55.3615782775779
Sertão de Alagoas,1011.7197775565468,43.090507363635275,7.5046873058670345,50.87106399456292
Aracaju,687.4230000142587,54.412506704993305,12.851585319459137,29.7265304584818
Entorno metropolitano de Aracaju,318.0560000048094,54.21685574284586,12.156819191403178,37.04761292725129
Litoral Sul de Sergipe,404.0091077664808,47.769741821968765,12.36278353019338,51.5233934775989
Litoral Norte de Sergipe,518.5852075378601,52.15689161746201,10.6834277685404,51.118363115408954
Agreste e Sertão de Sergipe,448.0156847192295,47.7838902317237,8.151209982907101,56.169919140727984
Salvador,2925.132000240345,56.65934155476873,13.70592885386122,34.40254609514397
Entorno metropolitano de Salvador,1106.9010000219719,53.86768219040483,17.469939324065276,37.944541343617544
Litoral Sul da Bahia,1998.4038016540783,53.72500524082818,11.030816145108057,43.75407380866376
Litoral Norte e Recôncavo da Bahia,1153.0386836353427,48.94864698428857,13.87674098201975,50.26452819612127
Centro-Norte da Bahia,2709.165713222614,46.0690517611887,12.116648242987122,47.57903282093637
Oeste da Bahia,664.1240674241592,45.59728425288987,10.171836498221404,54.44510016229172
Vale do Rio São Francisco,1939.9948204556101,45.84057957970403,13.009589400968286,56.811726359368144
Centro-Sul da Bahia,2568.3259137817113,47.82821203342936,13.579158921581811,50.24206663824496
Belo Horizonte,2546.97400005217,63.444404354773226,8.306578257255614,15.7091593310926
Entorno metropolitano de Belo Horizonte,2952.8310000584042,65.2857439799451,7.552792321054208,17.125497017218027
Colar metropolitano de Belo Horizonte,579.2411023424294,66.77122425124834,6.746430073382218,12.691690434696154
Integrada de Brasília em Minas Gerais,111.95300006038008,56.462970892821524,2.911370301182565,12.931580143865625
Sul de Minas Gerais,2773.9457452227944,61.67091015838639,4.660924525634623,19.14608560301556
Triângulo Mineiro,2780.8700813734877,63.20634753435474,3.5673190496423963,13.475170084984333
Mata de Minas Gerais,2282.59599359346,56.2394196551245,5.541979594479193,22.137094972863398
Norte de Minas Gerais,2636.8319136041614,54.37316275707404,7.265318496754927,31.88623644422779
Vale do Rio Doce de Minas Gerais,2239.4198206925694,55.04146265400708,6.249456610798216,26.66045530677588
Central de Minas Gerais,2719.0963434540645,66.2261500762604,3.1319029373732907,15.903719238109753
Vitória,386.12800001538966,58.9491081326433,6.653455172413386,12.747290755216659
Entorno metropolitano de Vitória,1698.1960000324161,60.949514949907055,6.311348772859481,22.755190751824724
Sul do Espírito Santo,891.6225262272429,60.28967393904383,5.714980039081352,25.938377044491357
Litoral Norte do Espírito Santo,813.4115083103243,61.453523426129934,5.0093609019597665,24.0124682052706
Noroeste do Espírito Santo,400.8769655075904,56.63958481556858,2.9066488384807605,23.365108788221555
Rio de Janeiro,6827.168000155211,57.88005671111789,8.85744289784851,12.945429549448756
Arco metropolitano de Duque de Caxias no Rio de Janeiro,1207.0681725989596,52.54430811209216,13.910770373567184,27.14083937486582
Arco metropolitano de Nova Iguaçu no Rio de Janeiro,2795.2429744139235,49.64286798195878,15.524662151620841,33.869379722337584
Arco metropolitano de Niterói/São Gonçalo no Rio de Janeiro,2042.2418531079559,58.95231793806506,8.095010569887567,18.508463932361106
Lagos do Rio de Janeiro,876.9153474499899,51.836856050908736,10.262043048478533,26.885566947485255
Serrana do Rio de Janeiro,1122.648276791814,56.33736648013272,7.736168929893409,23.14743109557192
Norte Rio de Janeiro,1422.7137547072473,52.36718093525172,8.438213503683256,27.47363661879627
Vale do Rio Paraíba e Costa Verde do Rio de Janeiro,1349.5116211560073,55.17827486233289,9.334933005366361,21.306093396140575
São Paulo,12530.571000234553,62.99905390496974,8.560359126167098,18.016331929006547
Entorno metropolitano Oriental de São Paulo,6099.837287209378,59.22280979533657,9.935713010039931,17.16302611493628
Entorno metropolitano Ocidental de São Paulo,3711.1137129647886,65.27866488775875,9.340579821954593,17.460222568977848
Campinas,3370.7656540298476,65.53793186708468,6.051481077075011,13.435482986856899
Baixada Santista,2247.1428108494547,58.635803981313295,8.508892635914286,19.407550692528527
Noroeste de São Paulo,4705.480669711405,62.659380653784616,4.487593035598263,14.257287822891527
Central de São Paulo,3493.819939303131,59.98536385396263,5.7471828861721,13.167056373183055
Sudoeste de São Paulo,3801.156058592728,62.26581641742765,5.840851181885679,17.352766160226288
Sudeste de São Paulo,3993.122876980588,61.917350810799086,5.9000024818188415,17.974265526417227
Vale do Rio Paraíba e Litoral Norte de São Paulo,3373.552990930643,63.566329105069016,6.715928684956201,13.124526477864938
Curitiba,1992.492000034768,64.28269006310511,5.297009766908945,9.16523477726653
Entorno metropolitano de Curitiba,1754.8210000309607,63.180382568165335,6.117075381044251,20.137736772785576
Litoral e Entorno metropolitano de Curitiba,326.64497257669,62.82640143880547,4.575140093226635,20.038040471991206
Oeste do Paraná,1426.6099188354242,65.34919513004355,3.5473593535561303,15.46818548431018
Centro e Sul Ocidental do Paraná,1247.9719350018438,62.53437460004092,3.4562062521672834,22.458859384463857
Centro e Sul Oriental do Paraná,1035.2771098845549,59.22415802972534,4.755511910363663,21.642012867225624
Norte Central e Norte Pioneiro do Paraná,1836.1226611983811,58.269735502104915,3.585818341699438,20.57832126752869
Noroeste do Paraná,2117.7744026319538,62.62688621579664,5.723828198880001,15.362401720143053
Florianópolis,531.3720000135886,66.44093229642309,4.447057967785263,4.523999733303927
Entorno metropolitano de Florianópolis,579.1550000122709,66.24844207012052,6.356067659643288,15.856835471102631
Colar metropolitano de Florianópolis,185.6077151233301,64.78508752245942,4.357622074509579,8.99179614769269
Oeste de Santa Catarina,991.5672758966082,67.27198958023259,2.0738422793795332,12.068856328438136
Litoral Norte e Planalto Norte de Santa Catarina,1413.1906495358526,66.02934372187143,3.748008040226541,9.756368669999873
Litoral Sul e Serrana Catarinense,1750.7871948146592,60.66591549815629,2.5399707966288085,14.450326944983617
Vale do Itajaí,2040.6121647427512,69.62466665144684,3.340107148152925,10.629016546494967
Porto Alegre,1500.356000029871,61.84986516148252,5.968880418060566,11.698599513418497
Entorno metropolitano de Porto Alegre,2859.3950000562268,61.970681928752384,7.440944983859356,14.12549237937492
Oeste do Rio Grande do Sul,877.2726105070993,64.53151870686338,3.637362442154728,13.42085869192508
Noroeste do Rio Grande do Sul,1102.917722595,62.67765668372616,3.2101398355731026,12.407324228226225
Planalto e Litoral Norte do Rio Grande do Sul,2061.584777249509,66.99983743854607,3.7575095729067454,12.390245565208016
Depressão Central do Rio Grande do Sul,1410.084070134727,61.73369810653371,4.912767334183229,13.925989748676288
Campanha e Litoral de Lagunar do Rio Grande do Sul,1716.451819631491,56.045136812773144,6.425858614449175,21.94725414629864
Campo Grande,935.1270000174079,65.2589113153317,3.2696048263156308,17.240741459364198
Pantanal de Mato Grosso do Sul,336.29299507657026,66.07571343283824,2.6313697407965364,20.73019797745917
Sul de Mato Grosso do Sul,967.48004925377,62.681739660242975,6.890332330518781,21.692394436899715
Nordeste de Mato Grosso do Sul,585.2779557156213,64.08107887365809,4.4473846956371075,17.711057608085735
Cuiabá,632.5590000107619,63.29570663721561,5.856284270118999,15.873068294987826
Entorno metropolitano de Cuiabá,329.1520000052794,62.63799280624625,2.5377902362378926,29.884807228779476
Colar metropolitano de Cuiabá,120.33809592156999,54.354722590623915,3.299281298354883,23.733398364441594
Sudoeste do Mato Grosso,631.3205696684194,61.514907524228626,2.787343323433528,17.800354319158718
Leste do Mato Grosso,802.1095584224239,65.91144791884697,3.355020897706062,17.18250876959968
Norte do Mato Grosso,1074.764776042399,68.2915315851583,2.300865479573137,13.166552183400604
Goiânia,1593.3620000642072,65.45860430432803,4.79217781332914,10.880560990023259
Entorno metropolitano de Goiânia,1172.522000017995,65.81437086716582,5.296959737855594,21.912042614514544
Integrada de Brasília em Goiás,1372.6890000586332,62.95159315052303,10.695055742169638,27.579093841956965
Norte de Goiás,491.70083419047995,62.15632697688846,4.17990809350322,17.401361679590664
Sul de Goiás,1595.4193520559338,67.12496681584744,4.002103827567212,16.142502898762917
Centro-Oeste de Goiás,1162.4438138172015,62.55027737425531,5.368923125894303,18.088222971634785
